,date_time,site_name,posa_continent,user_location_country,user_location_region,user_location_city,orig_destination_distance,user_id,is_mobile,is_package,channel,srch_ci,srch_co,srch_adults_cnt,srch_children_cnt,srch_rm_cnt,srch_destination_id,srch_destination_type_id,is_booking,cnt,hotel_continent,hotel_country,hotel_market,hotel_cluster
226900,2014-02-20 06:06:46,37,1,69,1002,36210,,835341,1,1,9,2014-09-01,2014-09-08,2,1,1,11643,1,0,1,6,77,222,58
92595,2014-02-25 17:05:51,2,3,66,447,50736,572.5695,366467,0,0,9,2014-03-22,2014-03-25,4,2,1,12175,6,0,2,2,50,366,73
229738,2014-02-28 11:22:13,37,1,69,844,22970,,840801,0,1,0,2014-03-26,2014-04-03,3,0,1,18569,1,0,1,3,182,83,63
457965,2013-02-09 09:08:13,11,3,205,354,9913,,397300,0,0,9,2013-03-30,2013-04-02,2,0,1,11315,1,0,1,6,204,1535,47
337819,2013-02-16 17:33:20,24,2,3,45,17758,,1161725,0,0,0,2013-03-21,2013-03-22,2,0,1,8819,1,0,1,3,168,1242,58
87937,2013-02-11 20:41:50,11,3,205,135,36086,419.0864,351621,0,0,9,2013-03-02,2013-03-03,2,0,1,8288,1,0,1,2,198,399,68
142263,2013-02-02 16:21:35,37,1,69,908,28451,,552136,0,1,5,2013-09-05,2013-09-12,2,0,1,23631,1,1,1,6,12,807,37
324211,2014-02-08 07:42:33,2,3,66,220,33119,224.3603,1125297,0,0,9,2014-02-11,2014-02-12,6,0,3,49090,6,0,1,2,50,685,72
392319,2014-02-26 07:16:48,2,3,66,220,10828,,164268,0,0,0,2014-02-28,2014-03-01,2,0,1,57672,4,1,1,2,50,701,87
20160,2013-02-27 10:40:55,2,3,66,311,48189,2658.9959,91832,0,1,9,2013-05-12,2013-05-16,1,0,1,8279,1,0,1,2,50,1230,10
36001,2013-02-23 23:38:03,37,1,69,695,9028,,139379,0,1,4,2013-04-05,2013-04-08,2,0,1,8746,1,1,1,6,105,29,22
189431,2013-02-14 00:48:53,24,2,3,61,31992,,687130,0,0,3,2013-04-13,2013-04-15,2,0,1,8260,1,0,3,2,50,701,72
148833,2013-02-01 17:50:02,2,3,66,331,35840,236.8413,572073,0,0,9,2013-02-03,2013-02-04,1,0,1,17563,1,0,1,2,50,1235,48
537409,2013-02-23 11:01:48,2,3,66,174,26220,3250.1294,639509,0,1,9,2013-06-20,2013-06-27,2,1,1,11439,1,0,1,4,163,1503,65
508643,2013-02-20 17:47:54,2,3,66,462,40855,,559515,0,0,9,2013-03-29,2013-04-01,2,1,1,8254,1,0,1,2,50,365,18
409520,2014-02-27 17:36:02,33,2,194,38,42328,,1011985,0,0,5,2014-02-28,2014-03-01,2,0,1,20223,6,1,1,3,182,46,58
553033,2014-02-28 21:21:34,24,2,3,50,48984,,232994,0,1,3,2014-03-10,2014-03-11,1,0,1,20211,6,0,1,6,105,22,61
553366,2014-02-11 10:15:57,25,2,93,71,15362,,234212,0,0,1,2014-02-11,2014-02-15,1,0,1,23718,6,0,1,6,22,245,8
469990,2014-02-02 13:22:27,2,3,66,184,15359,7455.8938,1172572,1,1,9,2014-03-03,2014-03-08,2,0,1,24054,6,0,1,0,114,1113,26
57595,2014-02-14 10:40:48,13,1,46,398,1850,3024.629,1083927,0,0,1,2014-08-05,2014-08-19,2,2,1,12471,5,0,1,3,48,153,41
66568,2014-02-07 06:33:53,2,3,66,220,23801,1084.2664,1111944,0,0,9,2014-03-25,2014-03-30,2,1,1,45327,6,0,1,2,50,675,9
98141,2014-02-25 20:39:32,2,3,66,184,2037,1693.4552,30832,0,1,4,2014-07-10,2014-07-16,2,0,1,5405,6,0,5,4,8,126,64
115344,2013-02-25 19:57:49,2,3,231,74,610,,99313,0,0,9,2013-03-11,2013-03-17,1,0,1,12152,1,1,2,2,50,556,42
391967,2014-02-10 10:34:44,23,1,1,452,3054,709.532,966208,0,1,9,2014-03-22,2014-03-24,2,0,1,8253,1,0,2,6,70,19,2
14811,2014-02-07 14:27:35,2,3,230,395,36062,,974702,0,0,2,2014-03-15,2014-03-17,2,0,1,12603,5,0,1,2,50,365,23
343836,2013-02-24 12:47:03,2,3,66,174,37838,2543.2286,825505,0,0,9,2013-03-26,2013-03-31,2,0,1,44201,8,1,1,2,50,675,95
497122,2014-02-11 15:23:43,37,1,69,580,13910,,78770,0,0,5,2014-02-25,2014-02-26,4,1,4,12845,5,0,1,2,50,360,25
393645,2013-02-25 20:48:26,37,1,69,695,33947,,968905,0,0,9,2013-03-11,2013-03-12,1,0,1,21451,6,0,1,6,107,36,5
328436,2013-02-22 19:18:03,37,1,69,912,11121,,767989,0,0,9,2013-10-02,2013-10-04,2,1,1,8743,1,0,1,6,144,24,11
222026,2013-02-27 21:41:28,2,3,66,174,47943,34.6907,418556,0,0,9,2013-03-02,2013-03-03,2,0,1,29931,4,1,1,2,50,365,95
623516,2014-02-11 17:49:53,2,3,66,189,36958,,458871,1,1,9,2014-05-02,2014-05-09,2,0,1,11439,1,0,1,4,163,1503,80
40199,2014-02-25 11:36:51,2,3,66,447,902,197.0662,1038765,0,0,9,2014-03-21,2014-03-24,2,2,1,348,6,0,1,2,50,539,93
384636,2013-02-24 12:42:47,2,3,66,220,5420,216.5347,940323,0,0,0,2013-03-16,2013-03-19,1,1,1,14127,4,0,1,2,50,682,84
497592,2013-02-20 15:44:41,29,1,52,52,46008,,80547,0,1,0,2013-03-02,2013-03-05,2,0,1,12213,6,0,1,6,70,19,99
247417,2014-02-06 14:19:06,37,1,69,1003,22772,,500570,0,0,1,2014-02-06,2014-02-07,1,1,1,48040,6,0,1,6,144,13,78
375620,2014-02-25 13:07:35,11,3,205,354,44764,183.8662,910982,0,0,1,2014-03-28,2014-03-30,2,0,1,26022,6,1,1,2,198,397,68
242603,2014-02-24 19:16:13,2,3,66,311,38374,848.8986,480697,0,1,9,2014-03-02,2014-03-05,2,0,1,8230,1,0,2,2,50,637,13
108647,2013-02-10 17:30:54,2,3,66,356,53653,742.0818,71967,0,1,0,2013-02-21,2013-02-23,1,0,1,8250,1,0,1,2,50,628,57
369807,2014-02-22 07:33:30,2,3,66,254,41165,4197.0843,895644,1,0,9,2014-04-18,2014-04-27,2,0,1,8253,1,0,1,6,70,19,97
215491,2013-02-26 21:46:15,2,3,205,155,14703,995.7044,399779,1,1,1,2013-04-13,2013-04-20,2,0,1,8250,1,1,1,2,50,628,79
239349,2014-02-27 09:38:15,11,3,215,715,29722,6578.1466,471403,0,0,5,2014-05-28,2014-05-31,2,0,1,8746,1,0,1,6,105,29,78
295189,2013-02-22 05:31:07,2,3,66,448,45508,386.5957,660605,0,0,9,2013-03-20,2013-03-24,2,1,1,8237,1,0,1,2,50,641,9
105283,2014-02-01 17:08:08,2,3,66,318,22418,515.73,61173,0,1,9,2014-02-25,2014-03-01,1,0,1,8267,1,0,1,2,50,675,56
81449,2013-02-22 00:03:10,24,2,3,51,27581,,1155501,0,0,9,2013-04-12,2013-04-15,2,0,1,20225,6,0,2,3,182,46,29
442885,2013-02-21 19:19:34,2,3,66,325,13254,899.0638,1097804,0,1,1,2013-11-26,2013-11-29,2,0,1,12132,1,0,1,2,50,366,32
622794,2013-02-12 13:30:39,8,4,77,824,8477,7730.5152,457261,0,0,2,2013-12-28,2014-01-02,2,0,1,8250,1,0,1,2,50,628,24
322059,2014-02-09 22:08:20,34,3,205,135,56436,237.0065,750663,0,0,9,2014-02-16,2014-02-18,2,0,1,25981,6,0,1,2,198,374,72
21339,2013-02-03 22:02:27,37,1,69,761,41949,,994954,1,0,3,2013-03-29,2013-04-01,2,0,1,12356,5,0,1,3,182,46,46
275172,2014-02-24 05:56:44,2,3,66,174,24103,973.8823,85900,0,1,9,2014-04-04,2014-04-06,1,0,1,8281,1,0,1,2,50,663,47
417461,2013-02-21 17:03:50,2,3,66,174,30495,8188.5875,509292,0,0,9,2013-11-28,2013-11-29,2,0,1,22402,1,0,2,3,104,64,60
544671,2013-02-09 18:30:18,34,3,205,385,46963,7756.584,888899,0,0,9,2013-02-20,2013-02-22,3,0,1,20456,1,0,3,3,104,60,63
362272,2014-02-26 05:47:30,2,3,66,294,55706,,337530,0,0,9,2014-02-27,2014-03-01,2,0,1,14875,1,1,1,2,198,750,23
400709,2014-02-18 13:57:59,2,3,66,442,35390,6.7193,455337,0,0,9,2014-02-18,2014-02-19,1,0,1,46231,6,0,1,2,50,409,76
186320,2014-02-25 18:19:37,2,3,66,331,9138,1124.061,1031661,0,0,1,2014-05-26,2014-05-31,5,0,2,8791,1,0,2,4,8,110,96
175757,2014-02-23 15:31:23,34,3,205,354,25315,4710.1869,1006618,0,0,9,2014-04-26,2014-05-01,2,0,1,8857,1,1,1,2,50,214,0
14304,2014-02-15 09:53:52,2,3,66,442,26423,,531393,1,0,9,2014-03-08,2014-03-12,2,1,1,16098,5,0,1,2,50,712,20
47015,2014-02-28 08:51:01,11,3,205,354,41949,90.7672,632339,0,0,9,2014-03-21,2014-03-23,2,0,1,4474,3,0,1,2,198,397,91
444950,2013-02-04 19:23:58,2,3,66,174,24103,1069.253,597347,0,0,9,2013-03-21,2013-03-22,2,1,1,26399,6,1,1,2,198,932,6
153020,2013-02-17 19:25:22,2,3,66,462,1263,2691.8095,943093,0,1,9,2013-07-09,2013-07-16,2,2,1,8791,1,0,1,4,8,110,89
251756,2014-02-20 23:13:04,24,2,3,50,5703,,13204,0,0,9,2014-02-28,2014-03-02,2,1,1,4992,1,0,1,3,110,72,96
359711,2013-02-16 04:26:47,2,3,55,418,25196,,328201,0,0,9,2013-02-17,2013-02-18,2,0,2,12366,5,0,4,6,204,943,82
374603,2013-02-09 08:05:37,2,3,66,220,10882,21.7573,382746,0,0,9,2013-03-17,2013-03-18,2,0,1,28509,6,0,2,2,50,1628,32
293697,2014-02-10 15:05:47,2,3,66,348,36470,,144723,0,0,9,2014-02-18,2014-02-20,1,0,1,8267,1,1,1,2,50,675,56
78543,2013-02-20 14:54:09,2,3,66,220,8159,2177.4089,719889,0,0,9,2013-06-03,2013-06-06,2,0,1,12206,6,0,2,2,50,628,45
23613,2013-02-04 22:16:36,2,3,66,174,11491,0.224,562267,0,0,9,2013-02-06,2013-02-10,1,0,1,24652,6,1,1,2,50,358,39
218593,2013-02-26 18:14:31,2,3,66,331,39840,627.9754,1122371,0,0,9,2013-04-01,2013-04-05,2,2,1,8284,1,0,1,2,50,685,55
143637,2013-02-25 23:15:16,2,3,66,351,12949,,913621,0,1,9,2013-03-21,2013-03-30,2,1,1,8864,1,0,3,4,47,1508,65
579223,2013-02-22 10:24:42,2,3,66,348,18146,4548.1996,986477,0,0,0,2013-07-29,2013-08-02,2,3,2,8845,1,0,1,6,105,1854,64
198679,2014-02-20 16:12:40,35,2,70,47,39150,,1065718,0,0,9,2014-07-10,2014-07-11,2,0,1,8819,1,0,2,3,168,1242,72
577403,2013-02-23 22:44:37,28,1,68,480,24714,,981974,0,0,3,2013-04-01,2013-04-05,1,0,1,8262,1,0,1,2,198,384,9
41049,2014-02-15 18:31:49,37,1,69,676,30767,,618614,0,1,2,2014-03-18,2014-03-23,2,0,1,8213,1,0,2,6,68,275,11
327697,2014-02-27 06:52:35,13,1,46,414,4441,,229661,1,1,9,2014-07-30,2014-08-20,2,2,1,8268,1,0,1,2,50,682,93
570423,2014-02-17 00:21:40,2,3,66,174,47287,111.3267,962707,0,0,1,2014-02-17,2014-02-18,2,0,1,11620,1,0,2,2,50,369,48
217286,2013-02-19 13:56:43,2,3,66,348,48862,2224.0485,1118150,0,0,3,2013-11-03,2013-11-10,2,0,1,22648,6,0,1,4,13,1531,29
535714,2014-02-24 00:28:08,2,3,66,348,41884,8006.4873,864204,0,1,9,2014-08-19,2014-08-28,2,0,1,14907,1,0,3,0,87,58,80
306061,2014-02-11 12:51:12,2,3,23,48,4924,,176035,0,0,9,2014-02-13,2014-02-14,1,0,1,12483,5,1,1,2,50,674,5
551570,2014-02-03 19:03:56,2,3,66,226,56030,222.7933,906673,0,0,9,2014-04-16,2014-04-21,6,0,1,12364,5,0,1,2,50,647,91
247459,2014-02-18 16:34:11,30,4,195,843,11913,,1197599,0,1,9,2014-07-09,2014-07-18,2,2,1,18569,1,0,3,3,182,83,26
472416,2013-02-26 11:49:16,2,3,215,646,51733,1294.1551,674382,0,0,9,2013-02-27,2013-02-28,2,1,2,8260,1,0,1,2,50,701,72
491846,2014-02-20 18:48:47,8,4,77,462,3492,3740.4593,723539,0,0,5,2014-06-02,2014-06-07,2,0,1,21222,1,0,1,3,152,73,27
232575,2014-02-03 15:26:34,24,2,3,83,22548,,1155242,0,0,9,2014-06-14,2014-06-17,1,0,5,18633,6,1,1,6,68,275,2
284686,2014-02-13 13:53:54,34,3,205,354,49492,3752.0768,730173,0,0,9,2014-03-01,2014-03-05,1,1,1,8255,1,1,1,6,77,20,91
11633,2013-02-25 15:34:41,8,4,77,824,15015,8.1673,1155767,0,0,5,2013-04-20,2013-04-21,2,0,1,44139,6,0,1,0,63,1258,97
245447,2013-02-11 19:06:02,2,3,66,174,24103,2300.265,620601,0,0,9,2013-02-17,2013-02-18,1,1,1,8291,1,0,2,2,50,191,98
44595,2013-02-26 12:06:35,2,3,66,363,16463,,59362,0,1,1,2013-06-17,2013-06-21,1,0,1,8250,1,0,1,2,50,628,1
570378,2014-02-01 06:20:07,2,3,198,208,54488,,298401,1,0,2,2014-02-06,2014-02-09,1,0,1,45687,6,0,2,3,48,153,64
562620,2013-02-09 14:14:13,17,1,133,20,24575,,280153,0,0,1,2013-02-23,2013-02-27,2,0,1,8407,6,0,1,6,144,4,99
536595,2013-02-21 08:55:45,11,3,205,135,8533,1076.2696,211726,0,1,9,2013-04-07,2013-04-11,2,0,1,8250,1,0,2,2,50,628,1
269524,2013-02-17 21:48:47,24,2,3,38,10474,,689199,0,1,9,2013-05-02,2013-05-05,2,0,1,8220,1,1,1,3,182,46,29
318411,2014-02-09 13:45:38,11,3,205,385,46963,2317.9015,826319,0,1,0,2014-07-15,2014-07-22,2,0,1,1901,1,0,1,2,198,401,89
314691,2013-02-12 12:01:42,34,3,205,354,48951,2067.6986,814740,1,0,9,2013-02-19,2013-02-24,2,0,1,8854,1,0,2,2,198,402,74
28215,2014-02-10 20:30:55,24,2,46,336,795,,9147,0,0,9,2014-02-22,2014-02-24,3,0,3,8739,1,0,1,6,144,4,42
119508,2014-02-17 06:48:33,34,3,63,333,40637,4812.9161,258585,0,0,9,2014-03-08,2014-03-09,2,0,1,40862,4,0,7,2,50,701,21
14546,2013-02-06 16:09:05,8,4,77,520,14746,153.3072,1162264,0,0,3,2013-02-13,2013-02-14,2,0,1,8183,3,0,3,0,63,1258,68
543777,2013-02-21 21:34:08,8,4,77,977,29981,,230239,0,0,0,2013-10-06,2013-10-10,2,1,1,8250,1,0,2,2,50,628,1
419461,2014-02-24 22:38:29,2,3,66,174,21177,2547.8164,1094904,0,1,2,2014-05-02,2014-05-10,2,1,1,8859,1,0,1,2,50,212,41
105681,2014-02-26 16:25:25,2,3,66,348,18146,1087.8618,220955,0,1,3,2014-10-29,2014-11-04,2,0,1,8266,1,0,1,2,50,411,9
267149,2014-02-16 14:29:15,13,1,46,244,33092,,682510,0,0,9,2014-03-10,2014-03-21,1,0,1,8800,1,0,1,6,144,15,60
464409,2013-02-23 23:05:26,2,3,66,318,44304,1231.5986,13610,0,0,9,2013-05-05,2013-05-10,2,0,1,28514,6,0,1,2,50,1457,37
223051,2014-02-03 13:27:00,2,3,66,315,4948,121.6995,556672,0,0,4,2014-03-08,2014-03-10,2,0,1,159,1,1,1,2,50,432,55
47872,2014-02-02 06:12:34,2,3,66,174,26259,2201.7292,71111,1,0,9,2014-02-18,2014-02-20,1,0,1,12529,5,0,1,2,50,489,42
31514,2013-02-09 09:00:19,2,3,66,184,2037,1676.6005,19582,0,1,9,2013-08-28,2013-09-08,2,0,1,8791,1,0,1,4,8,110,26
357869,2013-02-03 19:18:42,37,1,69,695,29574,,930622,1,0,0,2013-03-13,2013-03-14,2,0,1,22578,3,0,1,3,162,338,30
201632,2014-02-13 11:35:02,11,3,205,354,25315,1953.1481,493835,0,1,9,2014-07-11,2014-07-15,2,0,1,8250,1,0,1,2,50,628,45
267123,2014-02-11 09:26:41,17,1,133,20,46668,,682485,0,1,9,2014-05-13,2014-05-16,2,0,1,8289,1,0,3,6,107,36,78
284507,2014-02-23 21:47:10,24,2,3,60,5700,,729327,0,1,7,2014-06-17,2014-06-22,2,0,1,8859,1,0,6,2,50,212,0
159832,2013-02-09 20:57:57,2,3,66,467,36345,1228.7208,376441,0,0,9,2013-04-14,2013-04-19,2,2,1,28490,6,0,1,2,50,700,90
41044,2014-02-11 13:27:26,2,3,66,348,31138,,48028,0,0,1,2014-04-28,2014-05-06,2,0,1,22395,6,0,1,4,146,1547,31
220079,2013-02-04 09:07:13,2,3,66,348,12633,1182.6182,546584,0,1,9,2013-02-14,2013-02-14,2,1,1,8266,1,0,1,2,50,411,33
528344,2014-02-15 18:49:33,2,3,66,184,11878,1058.8102,199285,0,0,7,2014-06-01,2014-06-02,2,0,1,12823,5,0,1,2,50,663,16
72594,2013-02-20 20:59:55,37,1,69,695,22449,,134654,1,0,4,2013-07-25,2013-07-26,2,1,1,8250,1,0,1,2,50,628,45
345696,2013-02-26 16:17:23,2,3,66,331,40794,1819.219,902923,0,0,3,2013-02-28,2013-03-01,4,0,2,18142,5,0,5,4,146,100,12
192546,2014-02-28 19:29:09,34,3,205,354,11747,299.0615,466281,1,0,5,2014-03-13,2014-03-16,4,0,1,6843,1,0,1,2,198,383,72
459420,2013-02-12 00:10:38,8,4,77,824,15015,10550.3438,1197736,0,0,9,2013-05-06,2013-05-11,2,0,1,12241,6,0,1,6,204,27,5
67274,2013-12-22 18:56:52,2,3,66,184,2037,2810.6814,247862,1,1,9,2014-06-29,2014-07-06,4,0,1,9600,1,0,1,4,32,1600,26
566490,2013-12-09 13:42:35,2,3,66,462,49272,872.9236,730860,0,0,9,2014-01-07,2014-01-08,1,0,1,8250,1,0,1,2,50,628,54
474755,2014-12-29 21:05:33,2,3,66,337,10680,102.3154,439147,0,0,0,2015-01-02,2015-01-03,5,1,2,14846,1,0,1,2,50,674,18
37972,2014-12-16 16:29:17,2,3,66,325,32561,825.3741,145158,0,0,9,2014-12-19,2014-12-20,2,0,1,8837,1,0,1,2,50,360,13
567676,2014-12-08 22:51:40,2,3,66,174,26232,348.2485,734918,1,0,0,2014-12-30,2015-01-02,6,2,2,8254,1,0,1,2,50,365,39
221358,2014-12-14 14:18:02,2,3,66,174,24103,228.2902,815762,1,0,9,2014-12-19,2014-12-22,2,0,1,8250,1,1,1,2,50,628,24
364279,2014-12-26 11:38:58,2,3,66,174,31593,228.6321,83885,0,0,9,2014-12-26,2014-12-27,1,2,1,8250,1,0,1,2,50,628,96
278417,2014-12-22 08:23:06,2,3,66,258,47357,911.3711,1002353,0,0,0,2015-02-20,2015-02-25,1,0,1,44253,8,0,1,2,50,682,42
492347,2014-12-01 07:39:15,2,3,133,20,3392,,500340,0,0,9,2014-12-12,2014-12-14,2,0,1,12148,1,0,1,6,77,21,81
117945,2014-12-19 15:35:48,2,3,149,290,33116,,442199,0,0,9,2015-01-02,2015-01-09,4,0,1,11908,3,0,1,2,50,699,48
197915,2014-12-13 20:22:43,2,3,66,311,41898,,727544,0,1,9,2014-12-16,2014-12-22,3,0,1,669,3,0,2,2,50,212,56
137889,2014-12-21 02:04:59,2,3,66,447,1872,513.6881,534266,0,0,0,2014-12-26,2014-12-27,2,0,1,3072,3,0,3,2,50,366,55
609626,2014-12-25 23:23:22,37,1,195,947,27057,,869410,0,0,9,2015-01-30,2015-01-31,2,0,1,43724,1,0,1,0,34,348,78
270034,2014-12-26 18:48:57,2,3,66,220,8159,4527.6748,976675,0,0,5,2015-02-23,2015-03-01,1,0,1,22881,6,0,1,4,137,2093,93
495434,2014-12-12 17:37:46,2,3,66,174,36242,258.2303,509627,0,0,9,2015-01-16,2015-01-19,2,0,1,24380,6,0,1,2,50,351,72
114663,2014-12-27 07:09:40,2,3,66,392,16835,,431589,1,0,9,2014-12-30,2014-12-31,2,0,1,14836,4,0,1,2,50,690,95
475212,2014-12-08 17:09:33,2,3,66,348,47997,1691.4137,440470,0,0,9,2014-12-13,2014-12-17,2,0,1,25094,6,0,1,2,50,666,13
115540,2014-12-30 08:50:55,2,3,66,331,40794,424.7024,432433,0,0,0,2015-01-02,2015-01-03,3,0,1,8267,1,0,1,2,50,675,56
51888,2014-12-18 12:15:47,2,3,66,442,76,4932.6329,186867,0,1,9,2015-04-24,2015-04-30,2,0,1,8745,1,0,1,6,204,27,25
490929,2014-12-18 12:49:55,2,3,66,442,2822,284.6602,492083,0,0,9,2014-12-27,2014-12-28,2,0,1,8218,1,0,1,2,50,743,9
485240,2014-12-28 00:06:18,2,3,198,208,54488,,473355,0,0,9,2014-12-28,2014-12-29,2,0,1,468,1,0,2,3,48,153,11
573797,2014-12-08 17:10:24,17,1,133,20,20923,,760230,0,1,1,2014-12-13,2014-12-15,2,0,1,8785,1,0,1,6,105,35,8
473007,2014-12-26 21:39:17,2,3,66,442,28620,141.8552,434912,1,0,1,2014-12-27,2014-12-29,2,2,1,26980,6,0,2,2,50,409,49
343121,2014-12-25 08:35:09,24,2,3,48,8158,,1187683,0,0,9,2015-05-01,2015-05-02,2,0,1,20271,1,0,1,6,105,1834,36
348980,2014-12-10 23:16:51,24,2,3,50,5703,,19681,1,1,9,2015-01-08,2015-01-15,2,0,1,8791,1,0,1,4,8,110,65
161018,2014-12-10 12:42:58,8,4,77,520,14746,9437.5595,607828,0,0,9,2015-01-16,2015-01-19,2,0,1,1661,3,0,1,6,11,273,44
253090,2014-12-01 18:38:50,2,3,66,447,29065,35.5589,906984,0,0,9,2014-12-30,2015-01-01,2,0,1,8276,1,0,1,2,50,661,18
350457,2013-12-31 13:35:27,37,1,69,1011,750,,27504,0,0,9,2014-04-13,2014-04-14,4,0,2,44976,1,1,1,2,50,1633,6
221955,2013-12-04 21:36:04,11,3,205,155,50381,176.4056,817503,0,0,4,2013-12-15,2013-12-17,1,0,1,26321,1,1,1,2,198,1623,40
147140,2014-12-29 08:25:14,2,3,66,321,47535,1298.2103,564666,0,0,9,2015-02-06,2015-02-08,2,0,1,12206,6,0,2,2,50,628,79
65799,2013-12-31 01:12:18,24,2,3,65,28685,,236094,0,0,9,2014-01-04,2014-01-07,2,1,1,51615,1,0,1,3,130,66,20
342051,2014-12-01 11:13:14,2,3,66,226,38023,1411.2198,1183322,0,1,9,2015-07-02,2015-07-07,2,0,1,11439,1,0,3,4,163,1503,65
317414,2013-12-16 15:52:27,37,1,69,812,12302,,1106405,1,1,1,2014-08-12,2014-08-19,2,2,1,14384,6,0,1,6,204,158,49
341659,2014-12-14 18:40:03,2,3,66,337,53152,,1177967,0,1,4,2015-01-05,2015-01-08,2,0,1,8791,1,0,1,4,8,110,54
621872,2014-12-08 17:42:37,2,3,66,260,51299,1088.4319,899739,1,1,3,2015-03-26,2015-03-28,3,0,1,8277,1,0,1,2,50,412,96
147914,2014-12-31 09:05:18,2,3,66,462,15916,860.9911,569087,0,0,9,2015-04-02,2015-04-04,2,3,1,3072,3,0,1,2,50,366,73
607397,2014-12-01 13:49:17,9,1,47,22,26761,,864899,0,0,5,2015-04-10,2015-04-15,2,1,1,8268,1,0,1,2,50,682,32
249261,2014-12-08 12:02:51,2,3,66,174,39877,9.8822,895068,0,0,9,2014-12-19,2014-12-20,2,0,1,12218,6,0,1,2,50,365,91
52623,2014-12-08 11:13:50,25,2,23,48,4924,,188272,0,0,2,2015-03-01,2015-03-04,2,0,1,8267,1,0,1,2,50,675,41
626175,2014-12-18 20:24:00,2,3,66,447,21649,1009.1988,910312,1,0,9,2014-12-20,2014-12-22,1,0,1,8235,1,0,1,2,50,406,41
459597,2014-12-02 20:30:25,2,3,66,174,24103,1135.1212,400424,1,0,9,2014-12-28,2015-01-01,4,1,1,1883,3,0,2,2,198,402,44
451536,2014-12-01 17:42:10,2,3,66,348,32185,1434.3208,382439,0,0,1,2015-01-14,2015-01-18,2,0,1,8277,1,0,1,2,50,412,99
110809,2014-12-26 20:35:54,2,3,23,48,4924,,422935,0,1,9,2015-01-25,2015-02-02,2,0,1,18569,1,0,1,3,182,83,58
612282,2014-12-22 12:54:03,27,2,167,51,11261,,875866,0,0,5,2015-01-01,2015-01-04,2,0,1,55338,4,0,3,3,5,922,82
388339,2014-12-22 07:58:36,2,3,66,467,29968,1379.7366,154288,0,1,9,2015-07-21,2015-07-25,2,2,1,11373,1,0,1,4,128,1455,96
180916,2014-12-02 06:23:10,2,3,69,1003,22772,,666312,0,0,2,2014-12-25,2014-12-26,2,0,1,25426,6,0,1,2,50,700,50
460267,2014-12-02 20:46:18,2,3,66,363,12346,8103.4763,402754,0,0,9,2014-12-17,2014-12-20,3,0,1,12544,5,0,1,3,171,61,37
168660,2014-12-13 22:07:36,11,3,66,442,28620,997.4434,632603,0,0,0,2014-12-14,2014-12-15,3,0,1,27322,6,0,3,2,50,566,15
410008,2013-12-09 17:30:15,2,3,66,322,36507,1501.7202,222192,0,1,0,2014-01-26,2014-02-01,2,1,1,8824,1,0,1,4,8,118,65
423639,2013-12-14 14:22:52,37,1,69,857,33705,,288009,0,1,0,2014-06-18,2014-07-01,2,0,1,11815,1,0,1,3,5,44,62
175011,2014-12-31 12:58:46,8,4,77,462,29699,,653020,0,0,2,2015-03-01,2015-03-04,3,0,1,44333,8,0,1,0,63,1258,41
247305,2014-12-25 09:36:28,2,3,66,314,13698,206.3949,891090,0,0,3,2014-12-29,2014-12-30,2,0,1,8267,1,0,1,2,50,675,17
98866,2013-12-09 15:41:36,2,3,66,226,42300,1612.7661,385719,1,0,1,2013-12-24,2013-12-26,5,0,2,22407,1,0,1,4,146,100,12
598316,2014-12-22 11:25:50,9,1,32,971,32445,,841276,0,1,2,2015-04-13,2015-04-24,1,0,1,5497,1,0,2,3,182,79,36
134442,2014-12-11 14:30:35,2,3,66,467,52284,1721.857,521921,0,0,0,2014-12-31,2015-01-01,4,0,1,12132,1,0,1,2,50,366,68
506945,2013-12-10 12:20:21,2,3,66,226,11507,746.9159,553590,0,0,9,2014-01-25,2014-01-27,2,0,1,7635,3,0,1,2,50,675,23
63248,2014-12-29 21:00:19,2,3,66,462,52482,109.7743,221264,0,0,4,2015-01-01,2015-01-02,2,0,1,26418,6,0,1,2,198,399,48
300676,2014-12-12 07:31:53,24,2,46,245,37877,234.0893,1060349,0,0,9,2014-12-12,2014-12-14,1,0,1,17834,1,0,2,6,144,1020,85
181020,2014-12-08 13:30:18,2,3,66,311,24800,2070.6074,666333,0,0,5,2015-06-27,2015-07-04,2,3,1,11435,1,0,2,4,67,203,92
132349,2014-12-12 23:08:34,2,3,66,352,10505,162.9467,511555,1,0,7,2014-12-19,2014-12-22,2,0,1,26991,6,0,2,2,50,406,18
612091,2014-12-26 10:14:02,2,3,66,448,46588,1024.0733,875709,0,0,1,2015-09-05,2015-09-12,5,0,1,14984,1,0,1,2,50,1457,80
98024,2013-12-20 09:00:42,2,3,66,314,11942,1477.374,384136,0,1,9,2014-05-20,2014-05-23,3,1,1,35904,6,0,1,4,163,1503,87
12545,2014-12-05 16:37:30,30,4,195,597,51774,,968495,0,0,5,2015-09-13,2015-09-16,2,0,1,23027,6,0,1,6,70,1901,11
125248,2014-12-12 12:25:39,2,3,66,348,332,142.1471,128646,0,0,2,2015-01-20,2015-01-21,2,0,1,12233,6,0,1,2,50,675,83
593636,2014-12-19 21:59:32,2,3,66,448,775,1568.9484,374194,0,1,9,2014-12-29,2015-01-02,2,0,1,11942,1,0,1,4,193,99,92
